USAF,WBAN,STATION NAME,ST,CALL,ELEV(M),BEGIN,END,lon,lat
722576,3902,ROBERT GRAY AFF AIRPORT,TX,KGRK,309.4,1950-09-26T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.833,31.067
722576,99999,ROBERT GRAY AAF,TX,KGRK,309.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-97.833,31.067
722577,93984,DRAUGHON-MILLER CNTRL T,TX,KTPL,207.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.417,31.15
722577,99999,DRAUGHON MILLER CEN,TX,KTPL,208.0,1945-01-02T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.4,31.15
722587,93955,COX FIELD AIRPORT,TX,KPRX,166.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.45,33.633
722587,99999,COX FLD,TX,KPRX,167.0,1944-05-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.45,33.633
722588,13926,MAJORS AIRPORT,TX,KGVT,163.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.065,33.068
722588,99999,MAJORS,TX,KGVT,163.0,1942-09-11T00:00:00.000000000,1997-12-24T00:00:00.000000000,-96.067,33.067
722589,3991,DENTON MUNICIPAL AIRPOR,TX,KDTO,194.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.199,33.209
722589,99999,DENTON MUNI,TX,KDTO,196.0,1998-02-08T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.198,33.201
722593,3985,FORT WORTH SPINKS AIRPO,TX,KFWS,213.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.308,32.565
722593,99999,FORT WORTH SPINKS,TX,KFWS,213.0,2001-12-16T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.3,32.567
722594,53909,FORT WORTH ALLIANCE ARP,TX,KAFW,215.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.32,32.994
722594,99999,FORT WORTH ALLIANCE,TX,KAFW,220.0,1991-01-08T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.317,32.983
722598,3970,ADDISON AIRPORT,TX,KADS,196.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.836,32.969
722598,99999,ADDISON,TX,KADS,196.0,1974-02-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.833,32.967
722599,3971,DALLAS EXECUTIVE AIRPOR,TX,KRBD,200.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.868,32.678
722599,99999,DALLAS EXECUTIVE,TX,KRBD,201.0,1984-07-13T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.867,32.683
722600,3969,CLARK FIELD MUNI AIRPOR,TX,KSEP,402.6,1984-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-98.178,32.215
722600,99999,STEPHENVILLE/CLARK,TX,KSEP,402.0,2003-04-02T00:00:00.000000000,2003-12-31T00:00:00.000000000,-98.183,32.217
722615,22001,LAUGHLIN AFB AIRPORT,TX,KDLF,329.8,1943-02-17T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.783,29.367
722615,99999,LAUGHLIN AFB,TX,KDLF,330.0,2000-01-01T00:00:00.000000000,2004-12-22T00:00:00.000000000,-100.783,29.367
722616,3032,TERRELL COUNTY AIRPORT,TX,K6R6,701.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.213,30.048
722616,99999,TERRELL CO,TX,K6R6,708.0,2001-07-05T00:00:00.000000000,2005-12-31T00:00:00.000000000,-102.213,30.046
722618,23091,FORT STOCKTON-PECOS CO,TX,KFST,917.7,2005-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.917,30.912
722618,99999,FORT STOCKTON PECOS,TX,KFST,918.0,1998-02-01T00:00:00.000000000,2008-12-31T00:00:00.000000000,-102.917,30.917
722626,93035,MARFA AP,TX,KMRF,1478.0,1973-01-01T00:00:00.000000000,1977-08-02T00:00:00.000000000,-104.017,30.371
722626,99999,MARFA AP,TX,KMRF,1478.0,2002-05-20T00:00:00.000000000,2002-05-25T00:00:00.000000000,-104.017,30.371
722637,93046,HEMPHILL COUNTY AIRPORT,TX,KHHF,730.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.4,35.9
722637,99999,HEMPHILL CO,TX,KHHF,730.0,1981-07-07T00:00:00.000000000,2005-12-31T00:00:00.000000000,-100.4,35.9
722640,93035,MARFA MUNICIPAL AIRPORT,TX,KMRF,1478.0,1936-12-01T00:00:00.000000000,2025-05-26T00:00:00.000000000,-104.017,30.371
722640,99999,MARFA MUNICIPAL,TX,KMRF,1481.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-104.017,30.367
722648,3031,ODESSA-SCHLEMEYER FLD A,TX,KODO,909.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.387,31.925
722648,99999,ODESSA SCHLEMEYER FL,TX,KODO,916.0,2001-07-05T00:00:00.000000000,2005-12-31T00:00:00.000000000,-102.383,31.917
722654,23091,FT STOCKTON\PECOS,TX,KFST,917.4,2008-01-01T00:00:00.000000000,2009-12-31T00:00:00.000000000,-102.917,30.912
722654,99999,FT STOCKTON\PECOS,TX,KFST,,1997-07-18T00:00:00.000000000,1997-08-18T00:00:00.000000000,-102.917,30.917
722666,93943,BROWNWOOD REGIONAL AIRP,TX,KBWD,419.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-98.95,31.8
722666,99999,BROWNWOOD MUNICIPAL,TX,KBWD,423.0,1944-09-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-98.95,31.8
722673,99999,SHERMAN-DENISON,TX,,228.0,1982-09-20T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.67,33.72
722676,3035,ARTESIA MUNICIPAL AIRPO,NM,KATS,1079.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.468,32.853
722676,99999,ARTESIA MUNI,NM,KATS,1079.0,1973-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-104.467,32.85
722678,23052,RATON MUNI/CREWS FIELD,NM,KRTN,1936.4,1998-09-02T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.508,36.742
722678,99999,RATON MUNI CREWS FLD,NM,KRTN,1936.0,2000-11-04T00:00:00.000000000,2003-12-31T00:00:00.000000000,-104.5,36.733
722682,99999,SOUTH MARSH 268A,LA,KSRN,0.0,1973-01-01T00:00:00.000000000,2010-05-19T00:00:00.000000000,-91.87,29.12
722686,23008,CANNON AFB AIRPORT,NM,KCVS,1309.1,1943-01-25T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.317,34.383
722686,99999,CANNON AFB,NM,KCVS,1309.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-103.317,34.383
722688,93034,LEA COUNTY REGIONAL AIR,NM,KHOB,1114.0,1942-11-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.213,32.693
722688,99999,LEA CO RGNL,NM,KHOB,1116.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-103.217,32.683
722689,23077,CLOVIS MUNICIPAL AIRPOR,NM,KCVN,1285.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.083,34.433
722689,99999,CLOVIS MUNI,NM,KCVN,1285.0,1980-09-08T00:00:00.000000000,1997-12-31T00:00:00.000000000,-103.083,34.433
722820,3949,PEASON RIDGE,LA,KAQV,115.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.176,31.357
722820,99999,PEASON RIDGE FT POLK,LA,KAQV,111.0,2005-03-02T00:00:00.000000000,2005-12-31T00:00:00.000000000,-93.16,31.37
722821,53988,FULLERTON LANDING STRIP,LA,KBKB,94.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.911,31.022
722821,99999,FULLERTON LANDING ST,LA,KBKB,94.0,2005-03-03T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.11,31.022
723082,99999,WEST CAMERON 560,LA,,0.0,2004-08-25T00:00:00.000000000,2005-04-09T00:00:00.000000000,-93.35,28.15
723300,3975,POPLAR BUFF MUNICIAL AR,MO,KPOF,99.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.322,36.77
723300,99999,POPLAR BLUFF(AMOS),MO,KPOF,146.0,1977-08-28T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.467,36.767
723348,99999,ABILENE(NEXRAD),TX,KDYX,462.0,1977-05-01T00:00:00.000000000,1981-08-12T00:00:00.000000000,-99.25,32.533
723400,3952,NORTH LITTLE ROCK AIRPO,AR,KLZK,171.6,2006-01-01T00:00:00.000000000,2025-05-26T00:00:00.000000000,-92.26,34.835
723400,99999,LITTLE ROCK WSFO,AR,KLZK,173.0,1973-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.25,34.833
723405,3930,LITTLE ROCK AFB AIRPORT,AR,KLRF,94.8,1956-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-92.15,34.917
723405,99999,LITTLE ROCK AFB,AR,KLRF,95.0,2000-01-02T00:00:00.000000000,2004-12-31T00:00:00.000000000,-92.15,34.917
723406,93991,WALNUT RIDGE REGIONAL A,AR,KARG,83.2,2005-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.924,36.125
723406,99999,WALNUT RIDGE RGNL,AR,KARG,83.0,1942-10-10T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.925,36.125
723407,3953,JONESBORO MUNICIPAL ARP,AR,KJBR,78.9,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-90.644,35.836
723407,99999,JONESBORO MUNI,AR,KJBR,80.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.633,35.833
723410,99999,PAGE  OK.,,,883.0,1977-10-26T00:00:00.000000000,1995-06-11T00:00:00.000000000,-94.617,34.683
723415,3962,MEMORIAL FIELD AIRPORT,AR,KHOT,154.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.104,34.476
723415,99999,MEMORIAL FLD,AR,KHOT,165.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.083,34.467
723416,13925,STUTTGART MUNICIPAL ARP,AR,KSGT,68.3,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-91.574,34.6
723416,99999,STUTTGART MUNI,AR,KSGT,68.0,1991-09-11T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.567,34.6
723417,93988,GRIDER FIELD AIRPORT,AR,KPBF,62.1,1973-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-91.934,34.18
723417,99999,GRIDER FLD,AR,KPBF,63.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-91.933,34.167
723424,53919,MONTICELLO MUNI,AR,KLLQ,82.3,2005-01-01T00:00:00.000000000,2009-12-31T00:00:00.000000000,-91.756,33.636
723424,99999,MONTICELLO MUNI,AR,,36.0,1999-01-03T00:00:00.000000000,2004-12-31T00:00:00.000000000,-91.717,33.567
723425,373,HARRELL FIELD AIRPORT,AR,KCDH,40.2,2007-05-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.767,33.617
723425,99999,HARRELL FLD,AR,KCDH,39.6,1984-03-20T00:00:00.000000000,2008-12-31T00:00:00.000000000,-92.763,33.623
723429,53920,MUNICIPAL AIRPORT,AR,KRUE,115.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.095,35.257
723429,99999,RUSSELLVILLE RGNL,AR,KRUE,123.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-93.1,35.267
723434,3973,SPRINGDALE MUNICIPAL AR,AR,KASG,412.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.119,36.176
723434,99999,SPRINGDALE MUNI,AR,KASG,412.0,1985-07-03T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.117,36.183
723435,53921,MOUNT IDA,AR,KMWT,214.0,2005-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.578,34.547
723435,99999,MOUNT IDA,AR,KMWT,214.0,1999-04-26T00:00:00.000000000,2004-12-31T00:00:00.000000000,-93.583,34.55
723436,53922,NW ARKANSAS REGIONAL AR,AR,KXNA,389.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.312,36.29
723436,99999,NW ARKANSAS RGNL,AR,KXNA,392.0,2002-02-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.307,36.282
723439,53918,OZARK REGIONAL AIRPORT,AR,KBPK,281.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.472,36.371
723439,99999,OZARK RGNL,AR,KBPK,283.0,1999-01-03T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.471,36.369
723441,54921,ALBION MUNICIPAL AIRPOR,NE,KBVN,548.3,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.054,41.73
723441,99999,ALBION MUNI,NE,KBVN,550.0,2004-08-24T00:00:00.000000000,2005-12-31T00:00:00.000000000,-98.05,41.733
723443,53955,SMITH FIELD AIRPORT,AR,KSLG,363.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.491,36.191
723443,99999,SMITH FLD,AR,KSLG,364.0,1992-04-08T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.483,36.2
723444,3978,BENTONVILLE MUNI/LOUIS,AR,KVBT,395.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.217,36.35
723444,99999,BENTONVILLE MUNI THA,AR,KVBT,395.0,1992-04-08T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.219,36.346
723445,93993,DRAKE FIELD AIRPORT,AR,KFYV,377.1,1973-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.168,36.01
723445,99999,DRAKE FLD,AR,KFYV,381.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-94.167,36.0
723447,3918,MARION COUNTY RGNL AIRP,AR,KFLP,219.2,2005-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-92.59,36.291
723447,99999,FLIPPIN (AWOS),AR,KFLP,350.0,1992-04-09T00:00:00.000000000,1997-08-15T00:00:00.000000000,-92.467,36.3
723448,53934,BATESVILLE REGIONAL ARP,AR,KBVX,141.1,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-91.647,35.726
723448,99999,BATESVILLE RGNL,AR,KBVX,141.0,1992-04-09T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.647,35.726
723449,53954,ROGERS MUNI-CARTER FLD,AR,KROG,412.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.107,36.372
723449,99999,ROGERS MUNI CARTER F,AR,KROG,414.0,1992-05-06T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.107,36.372
723480,99999,WEST PLAINS  MO,,,308.0,1973-01-01T00:00:00.000000000,1996-08-08T00:00:00.000000000,-91.85,36.733
723484,53901,WEST PLAINS MUNICIPAL A,MO,KUNO,373.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.905,36.879
723484,99999,WEST PLAINS MUNI,MO,KUNO,374.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-91.9,36.883
723490,99999,MONETTE,MO,,437.0,1973-01-01T00:00:00.000000000,2013-04-30T00:00:00.000000000,-94.017,36.917
723513,99999,SHEPPARD AFB,TX,KSHP,310.6,1987-07-31T00:00:00.000000000,2025-05-21T00:00:00.000000000,-98.483,33.967
723520,13902,ALTUS AFB AIRPORT,OK,KLTS,421.2,1943-02-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-99.267,34.65
723520,99999,ALTUS AFB,OK,KLTS,420.0,2000-01-03T00:00:00.000000000,2004-12-30T00:00:00.000000000,-99.267,34.65
723526,3932,CLINTON-SHERMAN AIRPORT,OK,KCSM,584.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-99.204,35.357
723526,99999,CLINTON-SHERMAN,OK,KCSM,586.0,1958-08-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-99.2,35.333
723528,3981,FREDERICK MUNICIPAL AIR,OK,KFDR,378.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.988,34.353
723528,99999,FREDERICK MUNI,OK,KFDR,383.0,1998-05-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-98.984,34.352
723529,53929,ARDMORE DOWNTOWN EXE,OK,K1F0,257.3,2006-01-01T00:00:00.000000000,2013-04-30T00:00:00.000000000,-97.123,34.147
723529,99999,ARDMORE DOWNTOWN EXECUT,OK,,257.3,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.123,34.147
723535,13909,VANCE AIR FORCE BASE,OK,KEND,398.1,2006-01-03T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.917,36.333
723535,99999,VANCE AFB,OK,KEND,398.0,1942-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.917,36.333
723536,53986,ENID WOODRING REGIONAL,OK,KWDG,355.7,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.8,36.383
723536,99999,ENID WOODRING RGNL,OK,KWDG,356.0,1979-01-31T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.783,36.383
723537,53913,GUTHRIE MUNICIPAL AIRPO,OK,KGOK,324.6,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.414,35.852
723537,99999,GUTHRIE MUNI,OK,KGOK,326.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.417,35.85
723540,13919,TINKER AFB AIRPORT,OK,KTIK,393.5,1942-12-14T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.383,35.417
723540,99999,TINKER AFB,OK,KTIK,397.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-97.383,35.417
723544,3954,WILEY POST AIRPORT,OK,KPWA,390.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.647,35.541
723544,99999,OKLAHOMA CITY/WILEY,OK,KPWA,396.0,1980-10-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.65,35.533
723545,3965,STILLWATER REGIONAL ARP,OK,KSWO,292.9,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.089,36.162
723545,99999,STILLWATER RGNL,OK,KSWO,305.0,1973-01-03T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.083,36.15
723550,13945,HENRY POST AAF AIRPORT,OK,KFSI,362.4,1939-09-01T00:00:00.000000000,2025-05-26T00:00:00.000000000,-98.4,34.65
723550,99999,FORT SILL,OK,KFSI,360.0,2000-01-04T00:00:00.000000000,2004-12-31T00:00:00.000000000,-98.4,34.6
723555,93940,ARDMORE MUNICIPAL AIRPO,OK,KADM,221.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.017,34.3
723555,99999,ARDMORE MUNICIPAL,OK,KADM,232.0,1943-03-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.017,34.3
723556,93953,DAVIS FIELD AIRPORT,OK,KMKO,183.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.366,35.658
723556,99999,MUSKOGEE/DAVIS FLD,OK,KMKO,186.0,1937-09-11T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.367,35.65
723564,53908,RICHARD LLOYD JONES JR,OK,KRVS,189.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.99,36.042
723564,99999,RICHARD LLOYD JONES,OK,KRVS,194.0,1980-10-15T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.983,36.033
723565,3959,BARTLESVILLE MUNICIPAL,OK,KBVO,210.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.013,36.766
723565,99999,BARTLESVILLE MUNI,OK,KBVO,217.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.017,36.767
723570,3948,UNIVERSITY OF OKLAHOMA,OK,KOUN,360.3,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.467,35.25
723570,99999,NORMAN/MAX WESTHEIM,OK,KOUN,345.0,2000-02-10T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.45,35.233
723575,3950,LAWTON-FORT SILL RGNL A,OK,KLAW,326.0,2005-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.417,34.558
723575,99999,LAWTON MUNICIPAL,OK,KLAW,338.0,1985-01-30T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.417,34.567
723628,93942,CURTIS FIELD AIRPORT,TX,KBBD,556.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-99.324,31.178
723628,99999,BRADY/CURTIS FIELD,TX,KBBD,557.0,2005-08-31T00:00:00.000000000,2005-12-31T00:00:00.000000000,-99.317,31.183
723629,53998,ORANGE COUNTY AIRPORT,TX,KORG,4.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.804,30.069
723629,99999,ORANGE CO,TX,KORG,4.0,2005-08-31T00:00:00.000000000,2005-12-31T00:00:00.000000000,-93.801,30.069
723635,3024,HUTCHINSON COUNTY AIRPO,TX,KBGD,926.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-101.396,35.695
723635,99999,HUTCHINSON CO,TX,KBGD,931.0,1999-01-03T00:00:00.000000000,2005-12-31T00:00:00.000000000,-101.4,35.7
723676,23048,TUCUMCARI MUNICIPAL ARP,NM,KTCC,1230.9,1946-08-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.601,35.181
723676,99999,TUCUMCARI MUNI,NM,KTCC,1239.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-103.6,35.183
723758,54928,RUSK COUNTY AIRPORT,WI,KRCX,377.3,2009-06-17T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.001,45.497
723758,99999,RUSK COUNTY,WI,KRCX,377.0,2005-07-19T00:00:00.000000000,2009-06-16T00:00:00.000000000,-91.0,45.5
723759,53990,MC CURTAIN COUNTY REGIO,OK,K4O4,143.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.859,33.909
723759,99999,MC CURTAIN CO RGNL,OK,K4O4,144.0,2005-07-22T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.859,33.909
723761,23901,CALDWELL MUNICIPAL AIRP,TX,KRWV,119.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.704,30.516
723761,99999,CALDWELL MUNI,TX,KRWV,119.0,2005-06-07T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.7,30.517
724343,99999,ST LOUIS NEXRAD,MO,,220.0,2000-08-17T00:00:00.000000000,2002-04-24T00:00:00.000000000,-90.683,36.7
724347,53904,ST CHARLES CO SMARTT AR,MO,KSET,131.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.433,38.93
724347,99999,ST CHARLES CO SMARTT,MO,KSET,133.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.433,38.933
724389,12991,SHIP SHOAL 207A,LA,KGSM,32.3,2006-10-20T00:00:00.000000000,2010-05-13T00:00:00.000000000,-90.967,28.517
724389,99999,SHIP SHOAL 207A,LA,KGSM,1.0,2004-09-04T00:00:00.000000000,2005-09-20T00:00:00.000000000,-90.98,28.53
724394,99999,ALTON,IL,,166.0,1984-02-25T00:00:00.000000000,1984-02-29T00:00:00.000000000,-90.05,38.883
724395,3958,ST LOUIS REGIONAL AIRPO,IL,KALN,165.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.05,38.883
724395,99999,ST LOUIS RGNL,IL,KALN,166.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.033,38.883
724398,99999,WEST PLAINS,IL,,374.0,1976-04-02T00:00:00.000000000,2001-05-16T00:00:00.000000000,-91.9,36.883
724453,3994,SEDALIA MEMORIAL AIRPOR,MO,KDMO,271.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.175,38.712
724453,99999,SEDALIA MEMORIAL,MO,KDMO,277.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.176,38.707
724454,93996,FARMINGTON REGIONAL ARP,MO,KFAM,288.7,1995-02-10T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.428,37.761
724454,99999,FARMINGTON RGNL,MO,KFAM,289.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-90.429,37.761
724455,14938,KIRKSVILLE REGIONAL ARP,MO,KIRK,291.4,1973-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.547,40.097
724455,99999,KIRKSVILLE RGNL,MO,KIRK,294.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-92.533,40.083
724457,3938,WAYNESVILLE REGIONAL AI,MO,KTBN,353.3,1963-03-20T00:00:00.000000000,2025-05-28T00:00:00.000000000,-92.15,37.75
724457,99999,WAYNESVILLE RGNL AR,MO,KTBN,353.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-92.133,37.733
724458,3963,JEFFERSON CITY MEMO ARP,MO,KJEF,165.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.157,38.595
724458,99999,JEFFERSON CITY MEM,MO,KJEF,167.0,1973-11-29T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.15,38.583
724459,53931,LEE C FINE MEMORIAL ARP,MO,KAIZ,264.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.553,38.096
724459,99999,LEE C FINE MEM,MO,KAIZ,265.0,1985-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.55,38.1
724463,13988,C.R. WHEELER DOWNTOWN A,MO,KMKC,226.2,1990-02-08T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.589,39.128
724463,99999,CHARLES B WHEELER D,MO,KMKC,231.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-94.583,39.117
724464,53916,AGRICULTURAL SCIENCE CE,MO,KCDJ,231.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.577,39.82
724464,99999,CHILLICOTHE AGRI-SC,MO,KCDJ,234.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-93.583,39.817
724466,3929,RICHARD GEBAUR,MO,KGVW,321.9,1954-03-27T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.56,38.844
724466,99999,RICHARDS-GEBAUR AP,MO,KGVW,333.0,2000-01-01T00:00:00.000000000,2000-01-10T00:00:00.000000000,-94.55,38.85
724467,13930,WHITEMAN AFB AIRPORT,MO,KSZL,265.2,1942-12-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.55,38.717
724467,99999,WHITEMAN AFB,MO,KSZL,265.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-93.55,38.717
724468,3967,JOHNSON CO EXECUTIVE AR,KS,KOJC,327.3,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.739,38.85
724468,99999,JOHNSON CO EXECUTIVE,KS,KOJC,334.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.733,38.85
